 ,red_text,black_text,color,temp
4122,,"Χαίρουσι Μαθήτριαι Χριστοῦ, τῶν ἐκ τοῦ Ἀγγέλου ῥημάτων, ἐπακροώμεναι, δι' ὧν τὴν Ἀνάστασιν, τοῦ δι' ἡμᾶς ἐν νεκροῖς λογισθέντος πιστούμεναι, κἂν πρὶν Μυροφόροι, τάφῳ παρειστήκεισαν, καὶ ἐθρηνῴδουν αὐτόν, λίθον ἀναβλέπουσι τούτου, ἀποκυλισθέντα ἀθρόον οὗ διηποροῦντο τὴν μετάθεσιν.",black,
4123,Ἦχος β',,red,
4124,,"Ἄληκτον καὶ θείαν χαρμονήν, ἐπιχορηγοῦσαι τοῖς θείοις, καὶ ἱεροῖς Μαθηταῖς, ὤφθησαν Μαθήτριαι αἱ Μυροφόροι Χριστοῦ, ἐκπληροῦσαι τὸ κέλευσμα, τοῦ θείου Ἀγγέλου, οὗ ἐξεθαμβήθησαν, τὴν λευκοφόρον στολήν, λέγουσαι· Ἐσκύλευται ᾍδης τῇ πανσωστικῇ Ἀναστάσει, τοῦ ὑπὲρ ἡμῶν θανόντος Ἄνακτος.",black,
4125,Ἦχος β',,red,
4126,,"Ῥεῖθρα δακρυρρόου ἐκ πηγῆς, θρήνων ἀναστείλασαι θεῖαι, Χριστοῦ Μαθήτριαι ῥήματα χαρμόσυνα, διαπορθμεύουσαι νῦν, τοῖς αὐτόπταις τῆς χάριτος, μηνύουσαι τούτοις, τὴν τοῦ Λόγου Ἔγερσιν, καὶ τὴν ἐκ τάφου χαράν· ὅθεν, τὴν ἀντίθετον λύπης, ἤκουον φωνὴν παραδόξως ταύταις τὴν τὸ Χαίρετε, προστάττουσαν.",black,
4127,,Δόξα... Καὶ νῦν...,black,
4128,Ἦχος πλ. β',,red,
4129,,"Αἱ Μυροφόροι γυναῖκες, τὸν τάφον σου καταλαβοῦσαι καὶ τὰς σφραγῖδας τοῦ μνήματος ἰδοῦσαι, μὴ εὑροῦσαι δὲ τὸ ἄχραντον Σῶμά σου, ὀδυρόμεναι μετὰ σπουδῆς ἦλθον λέγουσαι· Τίς ἔκλεψεν ἡμῶν τὴν ἐλπίδα; τίς εἴληφε νεκρόν, γυμνὸν ἐσμυρνισμένον, τῆς Μητρὸς μόνον παραμύθιον; ὤ! πῶς ὁ νεκροὺς ζωώσας τεθανάτωται; ὁ τόν ᾍδην σκυλεύσας, πῶς τέθαπται; Ἀλλ' ἀνάστηθι Σωτὴρ αὐτεξουσίως, καθὼς εἶπας τριήμερος σῴζων τὰς ψυχὰς ἡμῶν.",black,
4130,Σταυρώσιμον,,red,
4131,Ἦχος β',,red,
4132,,"Σῶσόν με Χριστὲ Σωτήρ, τῇ δυνάμει τοῦ Σταυροῦ, ὁ σώσας Πέτρον ἐν τῇ θαλάσσῃ, καὶ ἐλέησόν με ὁ Θεός.",black,
4133,Ἀποστολικὸν,,red,
4134,Ἦχος β',,red,
4135,,"Σὺν Ἀρχαγγέλοις ὑμνήσωμεν, Χριστοῦ τὴν Ἀνάστασιν· αὐτὸς γὰρ λυτρωτής ἐστι, καὶ Σωτὴρ τῶν ψυχῶν ἡμῶν, καὶ ἐν δόξῃ φοβερᾷ, καὶ κραταιᾷ δυνάμει, πάλιν ἔρχεται, κρῖναι κόσμον, ὃν ἔπλασεν.",black,
4136,Μαρτυρικὸν,,red,
4137,Ἦχος β',,red,
4138,,"Χοροὶ Μαρτύρων ἀντέστησαν, τοῖς τυράννοις, λέγοντες· Ἡμεῖς στρατευόμεθα τῷ Βασιλεῖ τῶν δυνάμεων, εἰ καὶ πυρὶ καὶ βασάνοις ἀναλώσητε ἡμᾶς, οὐκ ἀρνούμεθα τῆς Τριάδος τὴν δύναμιν.",black,
4139,,Δόξα... Καὶ νῦν...,black,
4140,Ἦχος πλ. β',,red,
4141,,"ᾘτήσατο Ἰωσὴφ τὸ Σῶμα τοῦ Ἰησοῦ, καὶ ἀπέθετο ἐν τῷ καινῷ αὐτοῦ μνημείῳ· ἔδει γὰρ αὐτὸν ἐκ τάφου, ὡς ἐκ παστάδος προελθεῖν, ὁ συντρίψας κράτος θανάτου, καὶ ἀνοίξας πύλας Παραδείσου ἀνθρώποις, δόξα σοι.",black,
4142,Ἦχος β',,red,
4143,,"Ὅτε κατῆλθες πρὸς τὸν θάνατον, ἡ Ζωὴ ἡ ἀθάνατος, τότε τὸν ᾍδην ἐνέκρωσας τῇ ἀστραπῇ τῆς Θεότητος, ὅτε δὲ καὶ τοὺς τεθνεῶτας ἐκ τῶν καταχθονίων ἀνέστησας, πᾶσαι αἱ Δυνάμεις τῶν ἐπουρανίων ἐκραύγαζον· Ζωοδότα Χριστὲ ὁ Θεὸς ἡμῶν δόξα σοι.",black,
4144,Ἦχος β',,red,
4145,,"Ὁ εὐσχήμων Ἰωσήφ, ἀπὸ τοῦ ξύλου καθελών, τὸ ἄχραντόν σου Σῶμα, σινδόνι καθαρᾷ εἱλήσας καὶ ἀρώμασιν, ἐν μνήματι καινῷ κηδεύσας ἀπέθετο· ἀλλὰ τριήμερος ἀνέστης Κύριε, παρέχων τῷ κόσμῳ τὸ μέγα ἔλεος.",black,
4146,Ἦχος β',,red,
4147,,"Ταῖς μυροφόροις Γυναιξί, παρὰ τὸ μνῆμα ἐπιστάς, ὁ Ἄγγελος ἐβόα· Τὰ μύρα τοῖς θνητοῖς ὑπάρχει ἁρμόδια, Χριστὸς δὲ διαφθορᾶς ἐδείχθη ἀλλότριος· ἀλλὰ κραυγάσατε· Ἀνέστη ὁ Κύριος, παρέχων τῷ κόσμῳ τὸ μέγα ἔλεος.",black,
4148,ΕΙΣ ΤΟΝ ΟΡΘΡΟΝ,,red,temp
4149,"Μετὰ τὴν α' Στιχολογίαν, Καθίσματα τῆς Ὀκτωήχου",,red,
4150,Ἦχος β',,red,
4151,Σταυρώσιμον,,red,
4152,,"Σωτηρίαν εἰργάσω ἐν μέσῳ τῆς γῆς, Χριστὲ ὁ Θεός, ἐπὶ Σταυροῦ τὰς ἀχράντους σου χεῖρας ἐξέτεινας, ἐπισυνάγων πάντα τὰ ἔθνη, κράζοντα· Κύριε, δόξα σοι.",black,
4153,Ἀποστολικὸν,,red,
4154,,"Ἀναστὰς ἐκ τοῦ μνήματος καὶ τὰ δεσμὰ διαρρήξας τοῦ Ἄδου, ἔλυσας τὸ κατάκριμα τοῦ θανάτου, Κύριε, πάντας ἐκ τῶν παγίδων τοῦ ἐχθροῦ ῥυσάμενος· ἐμφανίσας σεαυτόν τοῖς Ἀποστόλοις σου, ἐξαπέστειλας αὐτοὺς ἐπὶ τὸ κήρυγμα, καὶ δι' αὐτῶν τὴν εἰρήνην σου παρέσχες τῇ οἰκουμένῃ, μόνε πολυέλεε.",black,
4155,Μαρτυρικὸν,,red,
4156,,"Ἀθλοφόροι Κυρίου, μακαρία ἡ γῆ, ἡ πιανθεῖσα τοῖς αἵμασιν ὑμῶν, καὶ ἅγιαι αἱ σκηναί, αἱ δεξάμεναι τὰ πνεύματα ὑμῶν· ἐν σταδίῳ γὰρ τὸν ἐχθρὸν ἐθριαμβεύσατε καὶ Χριστὸν μετὰ παρρησίας ἐκηρύξατε. Αὐτὸν ὡς ἀγαθὸν ἱκετεύσατε, σωθῆναι δεόμεθα τὰς ψυχὰς ἡμῶν.",black,
4157,Σταυροθεοτοκίον,,red,
4158,,"Παρεστῶσα τῷ Σταυρῷ σου ἡ ἀσπόρως τεκοῦσά σε καὶ μὴ φέρουσα ὁρᾶν ἀδίκως πάσχοντα, ὠλοφύρετο κλαυθμῷ, καὶ ἀνεβόα σοι· Πῶς πάσχεις ὁ τῇ φύσει ἀπαθής, γλυκύτατε Υἱὲ; Ὑμνῶ σου τὴν ἄκραν ἀγαθότητα.",black,
4159,"Μετὰ τὴν β' Στιχολογίαν, Κάθισμα τῆς Ἑορτῆς",,red,
4160,Ἦχος β',,red,
4161,Εὐσπλαγχνίας ὑπάρχουσα,,red,
4162,,"Πρὸς τὸ μνῆμά σου Σῶτερ, αἱ σεπταὶ Μυροφόροι ἐλθοῦσαι, τὸν Δεσπότην ἀλείψασθαι μύροις, ὡς βροτόν σε κατηπείγοντο. Ἄγγελος δὲ αὐταῖς χαρὰν ἐμήνυσεν· Ἀνέστη ὁ Κύριος· διὸ κηρύξατε Ἀποστόλοις τὴν ἐκ τάφου ὄντως φρικτὴν τούτου ἐξανάστασιν.",black,
4163,(Δίς),,red,
4164,"Κανών α', ᾨδὴ α', τῶν Μυροφόρων",,red,
4165,Ἦχος β',,red,
4166,Ὁ Εἱρμὸς,,red,
4167,,"«Τὴν Μωσέως ᾠδήν, ἀναλαβοῦσα βόησον ψυχή. Βοηθὸς καὶ σκεπαστής, ἐγένετό μοι εἰς σωτηρίαν, οὗτός μου Θεός, καὶ δοξάσω αὐτόν».",black,
4168,,"Ἐσταυρώθης σαρκί, ὁ ἀπαθὴς τῇ φύσει τοῦ Πατρός, ἐκεντήθης τὴν πλευράν, πηγάσας κόσμῳ αἷμα καὶ ὕδωρ. Σὺ ἡμῶν Θεός, καὶ δοξάζομέν σε.",black,
4169,,"Τὸν Σταυρόν σου τιμῶ, καὶ τὴν Ταφὴν δοξάζω ἀγαθέ, καὶ ὑμνῶ καὶ προσκυνῶ τὴν Ἔγερσίν σου, καὶ ἀνακράζω· Σὺ ἡμῶν Θεός, καὶ δοξάζομέν σε.",black,
4170,,"Κἂν ἐγεύσω χολῆς, ὁ γλυκασμὸς τῆς Ἐκκλησίας, ἀλλ' ἐπήγασας ἡμῖν τὴν ἀφθαρσίαν, ἐκ τῆς πλευρᾶς σου. Σὺ ἡμῶν Θεός, καὶ δοξάζομέν σε.",black,
4171,,"Ἐλογίσθης Σωτήρ, μετὰ νεκρῶν νεκροὺς ἐγείρας· ἀπεγεύσω τῆς φθορᾶς· διαφθορὰν γὰρ ὅλως οὐκ ἔγνως. Σὺ ἡμῶν Θεός, καὶ δοξάζομέν σε.",black,
4172,,"Εὐφραινέσθω Σιών, ἀγαλλιάσθω καὶ ὁ οὐρανός, ἐξανέστη Χριστός, νεκροὺς ἐγείρας ὑμνολογοῦντας· Σὺ ἡμῶν Θεός, καὶ δοξάζομέν σε.",black,
4173,,"Ὀθονίοις εἱλήσας, Ἰωσὴφ τὸ σῶμά σου Χριστέ, ἐν μνημείῳ τῷ καινῷ, κατέθετό σε τὴν σωτηρίαν, νεκροὺς δὲ ὡς Θεὸς ἐξανέστησας.",black,
4174,,"Προλαβοῦσαι τὸν ὄρθρον, αἱ Γυναῖκες εἶδον τὸν Χριστόν, καὶ τοῖς θείοις Μαθηταῖς, ἐβόων· Ὄντως Χριστὸς ἀνέστη, δεῦτε σὺν ἡμῖν ἀνυμνεῖτε αὐτόν.",black,
4175,,Δόξα...,black,
4176,,"Παναγία Τριάς, μία Θεότης, ἄναρχε μονάς, ὁ Πατὴρ καὶ ὁ Υἱός, καὶ θεῖον Πνεῦμα, σῷζε τὸν κόσμον. Σὺ ἡμῶν Θεός, καὶ δοξάζομέν σε.",black,
4177,,Καὶ νῦν...,black,
4178,Θεοτοκίον,,red,
4179,,"Τὴν ἀρχαίαν ἀράν, ἐν γαστρί σου λύσασα Σεμνή, ἀνεβλάστησας ἡμῖν, τὴν εὐλογίαν, βρέφος τεκοῦσα· οὗτος γὰρ Θεός, εἰ καὶ σάρκα φορεῖ.",black,
4180,"Κανών α', ᾨδὴ γ', τῶν Μυροφόρων",,red,
4181,Ἦχος β',,red,
4182,Ὁ Εἱρμὸς,,red,
4183,,"«Στειρωθέντα μου τὸν νοῦν, καρποφόρον ὁ Θεός, ἀνάδειξόν με, γεωργὲ τῶν καλῶν, φυτουργὲ τῶν ἀγαθῶν, τῇ εὐσπλαγχνίᾳ σου».",black,
4184,,"Τὰς παλάμας Ἰησοῦ, προσηλώσας ἐν Σταυρῷ τὰ ἔθνη πάντα, ἐκ τῆς πλάνης συλλαβών, πρὸς ἐπίγνωσιν τὴν σήν, συνεκαλέσω Σωτήρ.",black,
4185,,"Ἰουδαίων ὁ λαός, τῷ Πιλάτῳ ἐκβοᾷ· Ἀπόλυσόν μοι τὸν κακοῦργον λῃστήν, ἆρον, ἆρον, σταύρωσον τὸν ἀναμάρτητον.",black,
4186,,"Σταυρωθέντος σου Χριστέ, συνεσκότασε τὸ φῶς, ἡ γῆ ἐσείσθη, καὶ ἐκ τάφου νεκροί, ἐξανέστησαν πολλοί, φόβῳ τοῦ κράτους σου.",black,
4187,,"Παρεστῶσα τῷ Σταυρῶ, ἡ ἀμνάς σου Ἰησοῦ, κλαυθμῷ ἐβόα· Ποῦ πορεύῃ Υἱὲ; ποῦ ἀπέρχῃ ὁ ἀμνός, ὁ ὑπὲρ πάντων σφαγείς;",black,
4188,,"Προσκυνῶ σου τὸν Σταυρόν, ἀνυμνῶ καὶ τὴν ταφήν, τιμῶ τὰ Πάθη, καὶ τοὺς ἥλους τῶν χειρῶν, καὶ τὴν λόγχην Ἰησοῦ, καὶ τὴν Ἀνάστασιν.",black,
4189,,"Ἐξανέστης Ἰησοῦ, ἐσκυλεύθη ὁ ἐχθρός, Ἀδὰμ ἐρρύσθη, καὶ ἡ Εὔα σὺν αὐτῷ, τῶν δεσμῶν καὶ τῆς φθορᾶς, τῇ Ἀναστάσει σου.",black,
4190,,"Ἀναστάντος σου Χριστέ, συνετρίβησαν μοχλοί, καὶ πύλαι ᾍδου, καὶ θανάτου τὰ δεσμά, διελύθησαν εὐθύς, φόβῳ τοῦ κράτους σου.",black,
4191,,"Θεοδόχε Ἰωσήφ, δεῦρο στήθι μεθ' ἡμῶν. Ἀνέστη κράζων, Ἰησοῦς ὁ λυτρωτής, ὁ ἐγείρας τὸν Ἀδάμ, τῇ εὐσπλαγχνίᾳ αὐτοῦ.",black,
4192,,"Εὐφραινέσθω σὺν ἡμῖν, Μαθητῶν ἡ δωδεκάς, σὺν Μυροφόροις γυναιξί, καὶ Ἰωσήφ, καὶ τοῖς ἄλλοις Μαθηταῖς, καὶ Μαθητρίαις Χριστοῦ.",black,
4193,,Δόξα...,black,
4194,,"Σὺν Πατρὶ καὶ τὸν Υἱόν, καὶ τὸ Πνεῦμα τὸ εὐθές, τὴν μίαν φύσιν, προσκυνῶ καὶ ἀνυμνῶ, τοῖς προσώποις διαιρῶν, καὶ τῇ οὐσίᾳ ἑνῶν.",black,
4195,,Καὶ νῦν...,black,
4196,Θεοτοκίον,,red,
4197,,"Μακαρία εἶ Σεμνή, ἡ ἐκ ῥίζης Ἱεσσαί, ἐξ ἧς ἡ ῥάβδος, καὶ τὸ ἄνθος ὁ Χριστός, κατὰ σάρκα δι' ἡμᾶς, ἀναβλαστήσασα.",black,
4198,"Κανών α', ᾨδὴ δ', τῶν Μυροφόρων",,red,
4199,Ἦχος β',,red,
4200,Ὁ Εἱρμὸς,,red,
4201,,"«Τὴν ἐκ Παρθένου σου γέννησιν, ὁ Προφήτης προβλέπων, ἀνεκήρυττε βοῶν· Τὴν ἀκοήν σου ἀκήκοα καὶ ἐφοβήθην, ὅτι ἀπὸ Θαιμάν, καὶ ἐξ ὄρους ἁγίου κατασκίου, ἐπεδήμησας Χριστέ».",black,
4202,,"Διὰ Σταυροῦ ᾐχμαλώτευσας, τὴν τοῦ ᾍδου γαστέρα, καὶ συνήγειρας νεκρούς, καὶ τοῦ θανάτου κατέλυσας τὴν τυραννίδα· ὅθεν οἱ ἐξ, Ἀδὰμ προσκυνοῦντες, ὑμνοῦμεν τὴν ταφήν σου καὶ τὴν Ἔγερσιν Χριστέ.",black,
4203,,"Ὁ εὐδοκήσας Σωτὴρ ἡμῶν, διὰ σπλάγχνα ἐλέους, προσπαγῆναι τῷ Σταυρῷ, καὶ τῆς πατρῴας λυτρώσασθαι ἡμᾶς κατάρας, λῦσόν μου τὰ δεσμὰ τῶν πολλῶν ἐγκλημάτων· δύνασαι γὰρ δσα θέλεις ἐκπληροῦν.",black,
4204,,"Ὁ ἐν Σταυρῷ προσηλώσας μου, τὴν ἀρχαίαν κατάραν, καὶ πηγάσας μοι Σωτήρ, τὴν εὐλογίαν δι' αἵματος, ἐκ τῆς πλευρᾶς σου, λῦσόν μου τὰ δεσμὰ τῶν πολλῶν ἐγκλημάτων· δύνασαι γὰρ ὅσα θέλεις ἐκπληροῦν.",black,
4205,,"ᾍδης Σωτὴρ συναντήσας σοι, ἐν τοῖς καταχθονίοις ἐπικράνθη, ἐνορῶν, ὅτι οὓς πάλαι κατέπιεν ἰσχύσας, ἄρτι ἄκων ἀποδιδοὺς ἐρευνᾶται τὰ κάτω, καὶ γυμνοῦται καὶ σκυλεύεται νεκρούς.",black,
4206,,"Εἰ καὶ ὁ λίθος ἐσφράγισται, μετὰ τῆς κουστωδίας, ὦ παράνομοι ἐχθροί· ἀλλ' ἐξανέστη ὁ Κύριος καθὼς προεῖπε, λύων μου τὰ δεσμὰ τῶν πολλῶν ἐγκλημάτων· δύναται γὰρ ὅσα θέλει ἐκπληροῦν.",black,
4207,,"Ὁ ἀναστὰς ἐκ τοῦ μνήματος, καὶ σκυλεύσας τὸν ᾍδην, καὶ ζωώσας τοὺς νεκρούς, καὶ ἀφθαρσίαν πηγάσας μοι, τῇ σῇ Ἐγέρσει, λῦσόν μου τὰ δεσμὰ τῶν πολλῶν ἐγκλημάτων· δύνασαι γὰρ ὅσα θέλεις ἐκπληροῦν.",black,
